,Grup,2025-02-28,2025-03-31,2025-04-30,2025-05-31,2025-06-30,2025-07-31,2025-08-31,2025-09-30,2025-10-31,2025-11-30,2025-12-31
0,Alkollü içecekler ve tütün,0.012674131568646274,9.89672018894565,0.0,0.0,0.00015649175282295147,5.200867551566324,6.582792174172347,0.3552117474002525,1.8055448975974775,3.4209716117042266,-0.0014239445018771058
1,Ev eşyası,5.940016651323354,3.4823352267358887,0.8780426015428722,1.5870862594105306,0.4547727336364771,1.3578178553655729,1.3370990723198917,0.8462731363187315,1.3087518629953498,-0.03111058468722172,1.1115847045990446
2,Eğitim,7.486045556938636,7.61877251498575,0.012453229697695356,0.012208411620129311,0.13263975057506983,4.432935916221981,-2.6179991508001876e-08,28.268354856311362,0.2213622915953506,0.0,0.0
3,Eğlence ve kültür,3.6160089919068383,1.490045558874975,0.9800468457660472,1.5863699503167128,0.26007567205335036,1.0365969916886764,0.9250650810379124,0.8952789782864068,1.047700276510577,-0.2516918603107321,1.8770346120193349
4,Giyim ve ayakkabı,4.505287118599877,6.530753742352191,1.0903102206593296,-0.0280300001303857,0.4490710655536301,0.6009910459221501,-3.715038547082272,1.3953283081802992,12.279680929328274,-1.004652987316046,0.4807545660728385
5,Gıda ve alkolsüz içecekler,3.4246050585065246,5.117009754623347,1.789464044902922,-0.3910242126241248,-0.21158412847869235,0.7003576171809689,2.1320928314661147,2.8669950563534385,4.213054655690307,1.4971642380656514,1.2072977396968998
6,Haberleşme,-1.0938528271318027,-1.4834242358469307,-2.027968015627546,-0.14845299514956167,-0.18226489893246045,0.29222060804008354,1.804085524804755,2.146591469672088,0.0070801373768025755,1.2721075714378527,2.4374492998041175
7,"Konut,Su,Elektrik,Gaz ve Diğer Yakıtlar",5.072060956601021,2.3818463936494227,5.0891614739092095,3.4972571459991997,3.0474077102262243,5.375390730829088,2.143950060385391,2.676498857605192,2.1759543238502044,1.9190190077100322,1.1758806407497602
8,Lokanta ve oteller,3.56121992134093,1.0735711278161197,4.2011518540101545,4.671679792287886,3.682922295320723,2.3852012235469067,4.003915400198221,1.4754637643573876,0.8478245393337414,0.5300216404713787,0.6482343132699686
9,Sağlık,-14.197044536458847,-0.7698007016458286,0.0,0.0,-0.002934698407464076,0.011364463484775378,-0.010233366675982403,0.10268540477686994,0.05732959228279544,-0.006472019250469696,-0.027636788160612102
10,Ulaştırma,2.0373407966629786,0.14997224847796975,3.2620741529631347,2.3351980495140756,2.8354032243735894,3.3373417621902046,3.006508743264047,1.278678604389194,1.9029830292982108,1.847048636085158,-0.8739403642185617
11,Çeşitli mal ve hizmetler,5.404529181895712,5.009540349878727,2.8803794701440566,1.3914308008385445,1.5764658429905598,0.9748877774892861,1.4927430930668173,3.1062653001434626,3.574042746160888,0.04832879756202502,1.513759600462583
12,Web TÜFE,3.2878773513602244,3.449702824489531,2.3370952866494266,1.3889164238195084,1.30392569076907,2.3106955569758503,1.940537125827957,2.612077671271562,3.0894711288311116,1.1360509119260787,0.7714180285195438
